"qseqid","taxon","taxonomic_level","species","genus","family","order","class","phylum","kingdom"
"ASV815","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"ASV82","Triglops pingelii","species","Triglops pingelii","Triglops","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV83","Lycodes raridens","species","Lycodes raridens","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV836","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"ASV84","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"ASV847","Ammodytes hexapterus","species","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"ASV85","Pleuronectes quadrituberculatus","species","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"ASV857","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"ASV864","Boreogadus saida","species","Boreogadus saida","Boreogadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"ASV865","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"ASV87","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"ASV870","Anisarchus medius","species","Anisarchus medius","Anisarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV877","Ammodytes hexapterus","species","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"ASV91","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"ASV92","Gadus macrocephalus","species","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"ASV94","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"ASV95","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"ASV96","Mallotus villosus","species","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota"
"ASV70","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV74","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV104","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV111","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV128","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV133","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV219","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV220","Clinocottus acuticeps","species","Clinocottus acuticeps","Clinocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV325","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV337","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV372","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV489","Clinocottus acuticeps","species","Clinocottus acuticeps","Clinocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV616","Trichodon trichodon","species","Trichodon trichodon","Trichodon","Trichodontidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV668","Liparis greeni","species","Liparis greeni","Polypera","Liparidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"ASV878","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
